Id;Address1;Address2;CanEmail;CanMail;CanTelephone;CashCustomerFlag;City;CountryName;County;CurrencyName;Email;ExchangeRateGroupName;Fax;Industry;InvoiceRunCodeName;Name;Number;OwnerUserEmail;PaymentTermName;Postcode;Status;Telephone;Type;Website;ActiveFlag;OnStopFlag;TaxClassName;StateName;CanTakePaymentsFlag
536cee9f-b066-4d98-b4dd-fb0a5cf346fa;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Mourik";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
5a97e934-821a-4cd6-92cb-1974058f9999;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Remmits GWW";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
3b2fadb6-af2f-488f-ae9e-0dfc591dbad3;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Klaassen Group";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
4dce72ac-6859-41b8-a6f7-0d8a269bbe73;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Gemeente Arnhem ";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
6a612b22-7d3c-4133-9f21-adb4182868f1;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Exegi Trading";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
40670389-9478-4f93-a60f-821a9f2f1ee1;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Van Wijnen";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
a36d7a35-0b87-4bb2-b8b0-caedef5f8e3b;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Van den Hanenberg";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
3f4f76d8-8199-4b64-9a89-8b48c2f50320;"Veerdijk 40D";"";False;False;False;False;"Wormer";"Netherlands";"Noord-Holland";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"PowerGo BV";"NL8618.91.831.B.01";"tom@portaboltpower.com";;"1531 MS";"Active";"";"Customer";"";True;False;"Standard VAT";;False
57928cd7-da14-4d3f-b901-24afb9d42a43;"Westkanaaldijk 2";"";False;False;False;False;"Utrecht";"Netherlands";"Utrecht";"Euros";"";"Standard Exchange Rate Group";"";"Construction";;"Strukton";"";"tom@portaboltpower.com";;"3542 DA";"Active";"0302486911";"Customer";"www.struktonciviel.nl";True;False;"Standard VAT";;False
f74e9dfa-2e1d-4b9f-ae1e-366c695f823d;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Lister Buildings";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
20f8755a-7f03-4b55-83c9-5376561eb5dc;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Koninklijke Woudenberg";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
91061268-c64f-418e-8848-e6f800679d5b;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Den Ouden Groep";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
bb50f9e5-27b8-497b-a1c6-fac086247453;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Horsman en Co";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
81b15f26-16eb-40bf-8896-19d2a11f7f3c;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Krol Aardappelteelt";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
8ab96451-6bb6-4a46-880f-40f23f6257bd;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Bouwbedrijf GJ Middelweerd ";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
0b8c8498-559e-4175-90d8-b1d6491cb654;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Bolls BV";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
9c7bde14-4be2-4d34-81ac-933d7a759ea3;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Hillen Roossen ";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
f7c420c6-dae3-4538-80e7-dde26984ea65;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Rode Kruis";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
55175778-373b-4c77-bb5f-82aa59a40794;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Lenferink";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
0ddbd162-71a6-46c6-957d-03ee278bfdb4;"taxandriaweg 15";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Tarkett";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
141fa83d-107a-4ea9-bb2b-07753c874b9d;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Construction";;"Hazenberg Bouw b.v. (oud)";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";False;False;"Standard VAT";;False
4f066011-5f41-4b1d-a122-ea22a3a4039a;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Schiphol ";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
739763e7-c8dc-48e4-9a02-e3b4f55d91b5;"'t Bogtje 8";"";False;False;False;False;"Hoge Mierde";"Netherlands";"";"Euros";"info@gisbergen.nl";"Standard Exchange Rate Group";"";"Plant and Tool";;"Van Gisbergen";"";"maikel@portaboltpower.com";;"5095 CD";"Active";"013 509 12 65";"Customer";"www.gisbergen.nl";True;False;"Standard VAT";;False
64d3fcea-d531-4a3e-9cf0-17fd0a29381a;"Weena 690";"Centrum";False;False;False;False;"Rotterdam";"Netherlands";"Zuid-Holland";"Euros";"info@skoon.world";"Standard Exchange Rate Group";"";"Plant and Tool";;"Skoon Energy Solutions B.V.";"";"maikel@portaboltpower.com";;"3012 CN";"Active";"010 300 7150";"Customer";"www.skoon.world";True;False;"Standard VAT";;False
2291e2ca-8235-4b60-a4a7-595834291b25;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"info@heembouw.nl";"Standard Exchange Rate Group";"";"Construction";;"Heembouw";"";"maikel@portaboltpower.com";;"";"Active";"071 332 00 50";"Customer";"https://www.heembouw.nl/";True;False;"Standard VAT";;False
9e357f5b-2504-4ef5-854b-10690388d596;"Kuiper 16";"";False;False;False;False;"Eersel";"Netherlands";"Noord-Brabant";"Euros";"info@1916-bps.nl";"Standard Exchange Rate Group";"";"Construction";;"1916 Bouwplaatsservice B.V.";"";"tom@portaboltpower.com";;"5521 DH";"Active";"0497513234";"Customer";"www.1916-bps.nl";True;False;"Standard VAT";;False
40fa9d2d-d2e5-42a7-898b-cdd55f16644a;"Loven 22, Orionstraat";"Oost Tilburg";False;False;False;False;"Tilburg";"Netherlands";"Noord-Brabant";"Euros";"info@broerenbv.nl";"Standard Exchange Rate Group";"";"Construction";;"Broeren BV";"";"tom@portaboltpower.com";;"5015 BR";"Active";"013 455 5455";"Customer";"www.broerenbv.nl";True;False;"Standard VAT";;False
c46522a3-2ba8-4c63-86f7-67acb1befc92;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Habenu-vandekreeke";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
d15400ee-f6e6-46ac-9eac-db2400b32974;"Urkstraat 10";"Breda Oost";False;False;False;False;"Breda";"Netherlands";"Noord-Brabant";"Euros";"info@dekokbouwgroep.nl";"Standard Exchange Rate Group";"";"Construction";;"De Kok Bouwgroep ";"";"tom@portaboltpower.com";;"4817 AR";"Active";"076 57 97 470";"Customer";"https://dekokbouwgroep.nl/";True;False;"Standard VAT";;False
2a7f7278-a500-40bf-8393-ff5ad26cd7ff;"Chaussée de Huy 120A";"Wavre";False;False;False;False;"Brabant Wallon";"Belgium";"Région Wallonne";"Euros";"invoices@eneco.com";"Standard Exchange Rate Group";"";"Plant and Tool";;"Eneco - Hegoa Wind SA";"";"tom@portaboltpower.com";;"1300";"Active";"";"Customer";"";True;False;"Standard VAT";;False
7d83ba51-2145-4519-938f-4a712043984c;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"ASR Real Estate";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
872770fd-eea5-428d-90c6-d74a5f701600;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Enexis Wind";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
cd8fbf7f-e93c-4e83-b6c7-8c874634a086;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Hitachi";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
7e95ad78-b98c-48d4-bedc-4991679e545e;"Van Heemstraweg 39A";"";False;False;False;False;"Beneden-Leeuwen";"Netherlands";"";"Euros";"info@compactrent.nl";"Standard Exchange Rate Group";"";"Plant and Tool";;"CompactRent";"";"tom@portaboltpower.com";;"6658 KE";"Active";"0487 510 960";"Customer";"www.compactrent.nl";True;False;"Standard VAT";;False
fad49e3a-b63e-4a08-a4a2-ae654250a801;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Gemeente Eindhoven ";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
d1ed3c04-7c4e-4450-9c6d-b1ab42521930;"Hastelweg 218";"Strijp";False;False;False;False;"Eindhoven";"Netherlands";"Noord-Brabant";"Euros";"info@caspardehaan.nl";"Standard Exchange Rate Group";"";"Construction";;"Caspar de Haan ";"";"tom@portaboltpower.com";;"5652 CL";"Active";"040 250 1999";"Prospect";"www.caspardehaan.nl";True;False;"Standard VAT";;False
a6520799-88a2-498d-adae-370357aefb99;"Magnesiumstraat 28";"";False;False;False;False;"Nederweert";"Netherlands";"Limburg";"Euros";"administratie@herpertz.nl";"Standard Exchange Rate Group";"";"Construction";;"Herpertz Kraanverhuur BV";"";"tom@portaboltpower.com";"30 Days";"6031 RV";"Active";"0475458045";"Supplier";"www.herpertz.nl";True;False;"Standard VAT";;False
a80c2fce-ca0b-4d2a-a6aa-02e3b09cd35a;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"De Boer Burgum ";"";"tom@portaboltpower.com";;"";"Active";"";"Prospect";"";True;False;"Standard VAT";;False
b3ad2517-790c-4d56-8845-b14e388c34cd;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Gemeente Den Haag";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
d516a8da-0357-4522-b146-a375e93023a5;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Worley";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
f7ae3759-20fc-4441-b7a2-59749583615a;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Van Der Ven ";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
2b26ed85-f694-43ad-af0c-cc7e8b57add1;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Rijksoverheid";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
5bfe9a33-259e-472a-bdd5-e1c997a95317;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Vorm Renovatie";"";"tom@portaboltpower.com";;"";"Active";"";"Prospect";"";True;False;"Standard VAT";;False
7b73c23c-2e35-454a-ac89-c43d68a2613a;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Kouwenberg Infra";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
aa7cf956-0b25-431f-95d7-3c238ee90f36;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"BM van Houweling ";"";"tom@portaboltpower.com";;"";"Active";"";"Prospect";"";True;False;"Standard VAT";;False
37335ffc-00d7-4a0d-b2ae-0327304c9bac;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Ploegam";"";"tom@portaboltpower.com";;"";"Active";"";"Prospect";"";True;False;"Standard VAT";;False
bff356fd-c6ee-4733-b915-47465c7f30e4;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Boskalis";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
4968b145-8b9a-45a0-b86a-1030601e6581;"";"";False;False;False;False;"";"Netherlands";"";"Euros";"";"Standard Exchange Rate Group";"";"Plant and Tool";;"Pon Equipment";"";"tom@portaboltpower.com";;"";"Active";"";"Customer";"";True;False;"Standard VAT";;False
